DateTime,AddedIPs,RemovedIPs
1530288943,3,1
1530289823,256,256
1530292802,3,2
1530297683,1,8
1530297942,256,256
1530299292,256,256
1530299724,4,11
1530301205,256,256
1530303602,10,2
1530307202,5,3
1530310805,3,1
1530311431,0,256
1530314136,4,4
1530318902,512,256
1530319502,0,10
1530322324,0,8
1530325816,0,59
1530328086,1,0
1530338446,256,256
1530346547,0,1
1530356102,0,1
1530363302,0,36864
1530374701,1280,1280
1530377402,256,256
1530382084,256,256
1530384327,256,512
1530387847,15,0
1530390631,512,512
1530392456,256,256
1530397928,256,256
1530420346,0,1
1530428416,0,1
1530440134,0,1
1530450024,1024,5376
1530458402,1024,1024
1530459017,256,256
1530462727,256,256
1530471002,256,256
1530472802,256,256
1530476410,0,1
1530477025,256,256
1530484502,256,256
1530486302,256,256
1530490534,256,256
1530491439,256,256
1530518415,0,1
1530519368,1,0
1530521289,1,0
1530531125,1,0
1530536415,512,0
1530548645,1792,1280
1530549933,256,256
1530550816,122,126
1530552902,50,0
1530555276,16,0
1530558901,12,0
1530562458,10,5
1530564730,256,512
1530566644,9,6
1530569702,7,3
1530573235,2,7
1530576302,0,1
1530576831,18,6
1530578716,256,0
1530580537,6,8
1530584042,4,5
1530587768,5,26
1530591609,4,6
1530594902,9,5
1530595445,0,256
1530598502,9,5
1530602102,2,3
1530605045,1,0
1530605702,8,6
1530609338,4,13
1530612976,5,7
1530617481,11,3
1530620139,7,7
1530623102,0,16384
1530623716,6,4
1530627301,1,0
1530627902,3,1031
1530628202,0,1
1530630486,0,1
1530630901,7,8
1530634588,1536,1536
1530634802,7,6
1530636730,256,256
1530638055,5,9
1530639302,1,0
1530641716,6,5
1530646214,6,6
1530649209,7,6
1530652514,4,5
1530655447,1,0
1530656402,3,18
1530659651,19,6
1530660601,0,1
1530663367,17,9
1530667204,2,4
1530669902,1,0
1530670428,5,6
1530674056,9,18
1530677716,3,10
1530681602,6,3
1530685202,4,8
1530688807,6,4
1530690902,1,1
1530692644,8,6
1530693015,1,0
1530695705,5,2
1530698647,1,0
1530699316,0,7
1530701402,1,0
1530703202,3,7
1530706815,5,5
1530708902,2048,65024
1530710648,4,9
1530713715,5,6
1530717602,8,3
1530718203,1,0
1530721206,6,0
1530721802,0,2048
1530724202,0,1
1530725044,1025,1034
1530727226,1,0
1530728114,256,256
1530729302,256,256
1530729602,8,4
1530732001,8,2
1530735128,0,256
1530735270,3,6
1530739296,4,1
1530742202,1024,0
1530742805,2,2
1530743702,256,256
1530746117,3,13
1530749761,36,1
1530753002,1,0
1530753302,5,5
1530756873,4,13
1530757815,1,0
1530760502,12,24
1530764405,3,7
1530767702,8,6
1530768302,2,0
1530769516,9,0
1530772323,2,8
1530772502,0,8
1530773131,0,1
1530774902,5,10
1530776715,1,1
1530778516,8,6
1530780359,0,1
1530782806,12,3
1530786009,7,3
1530789602,5,5
1530790232,1,0
1530793202,1,9
1530795602,2048,37376
1530796714,5,2
1530798334,1,1
1530800114,3,3
1530803769,1792,1792
1530804002,2,5
1530804902,256,256
1530807606,4,5
1530808502,256,256
1530810933,2,5
1530814516,6,1
1530815702,256,256
1530818402,7,2
1530822002,4,1
1530823206,512,512
1530825850,2,3
1530828933,3,3
1530833769,0,5
1530837002,22,3
1530838004,256,256
1530839714,9,3
1530840002,1,0
1530841802,1,0
1530842402,1,0
1530842702,2,0
1530843602,6,4
1530845402,0,1
1530845702,0,1
1530846015,0,8
1530846601,0,1
1530847209,5,24
1530847812,1,0
1530849129,2,0
1530849302,7,0
1530849602,1,0
1530851045,2,3
1530853502,0,1
1530854102,3,6
1530854888,0,1
1530855302,0,8
1530855602,0,1
1530857402,256,256
1530858002,6,6
1530858301,8,0
1530858728,1,0
1530858902,0,1
1530859502,1,0
1530861002,0,1
1530861302,5,10
1530862577,2,0
1530864052,256,260
1530865201,3,2
1530868566,3,5
1530869415,1,0
1530872132,4,4
1530875947,8,3
1530878702,0,3
1530879601,4,2
1530882076,2560,538880
1530882885,3,2
1530888248,1,3
1530889523,256,256
1530890405,1,0
1530891038,5,5
1530893732,2048,1793
1530894244,1,1
1530894614,512,512
1530897301,4,3
1530900934,4,1
1530901925,768,768
1530904513,1,2
1530908519,260,256
1530910202,1,1
1530910814,0,4
1530912002,2,5
1530915602,1,2
1530916222,256,0
1530919838,3,10
1530923043,30,7
1530923409,512,512
1530925213,1,0
1530925502,1,0
1530926143,0,1
1530926351,11,2
1530927013,1,0
1530927301,1,0
1530927938,1,0
1530928202,8,0
1530929975,5,6
1530932701,1,1
1530933599,1,20
1530937219,8,13
1530938648,1,0
1530940754,17,10
1530945001,4,7
1530945302,0,1
1530946847,0,1
1530947714,0,1
1530948243,10,9
1530948645,0,5
1530949514,0,1
1530951561,5,8
1530955167,7,7
1530959102,5,6
1530962333,6,2
1530966002,3,3
1530968102,81920,131072
1530968450,256,39680
1530969902,5,10
1530972902,1,0
1530973446,13,4
1530977283,6,5
1530980154,3,0
1530980345,8,9
1530983102,0,3
1530984002,6,3
1530987338,768,768
1530987601,5,9
1530991502,8,5
1530992102,0,1
1530992644,256,256
1530994802,5,2
1530998702,3,4
1531002242,2,6
1531002606,256,256
1531005369,10,0
1531006802,1,0
1531007283,4,5
1531007702,1,0
1531009502,26,13
1531013043,15,5
1531016402,4,15
1531020002,6,26
1531022648,1,0
1531024205,3,8
1531027501,8,10
1531030878,8,9
1531031702,0,1
1531033251,0,1
1531033802,0,1
1531034403,0,7
1531034701,13,6
1531037102,0,1
1531038246,5,7
1531040165,1,0
1531041602,6,6
1531045202,4,10
1531048084,0,1
1531048806,6,6
1531052127,1024,1024
1531052402,14,7
1531052702,256,256
1531054850,2816,6144
1531056006,8,10
1531059606,5,6
1531060215,256,256
1531063683,8,9
1531067102,268,263
1531070407,11,8
1531073523,256,256
1531074302,9,7
1531074901,256,256
1531078219,3,13
1531080935,256,256
1531081445,5,7
1531084801,11,13
1531085702,256,256
1531088402,14,4
1531089366,256,256
1531091284,256,256
1531092008,7,6
1531093570,256,256
1531095362,256,256
1531096248,512,512
1531097402,31,7
1531099204,2,0
1531100101,15,6
1531102502,1,0
1531103284,7,6
1531106405,7,23
1531110382,6,15
1531113602,10,4
1531117226,2,6
1531118402,0,1
1531119302,0,1
1531120548,0,10
1531121043,5,5
1531124410,4,5
1531127968,5,9
1531131937,10,4
1531135165,2,8
1531138824,10,16
1531141214,0,2048
1531142414,16,7
1531146246,11,6
1531146615,1,0
1531150083,3,5
1531153203,7,3
1531156767,6,5
1531160409,8,6
1531161604,1792,2048
1531164002,10,3
1531167687,259,262
1531171686,7,13
1531174780,4,8
1531175776,256,256
1531176902,1,0
1531177502,10,0
1531178434,2,12
1531179036,1,0
1531182214,32,7
1531183446,256,256
1531186240,16,11
1531189682,6,11
1531193042,13,36
1531196395,8,13
1531198502,0,1
1531199401,0,9
1531199749,0,1
1531200301,14,9
1531201202,0,1
1531201552,2,0
1531203602,11,7
1531204804,1,0
1531206015,2,0
1531207202,12,7
1531209002,1,0
1531210802,7,13
1531211401,1,0
1531212483,1,0
1531214701,3,13
1531218243,27,10
1531221602,8,7
1531225202,13,3
1531227005,38144,26368
1531228802,10,5
1531232842,4,16
1531235765,1,0
1531236002,8,6
1531239606,1024,1024
1531239902,5,4
1531240650,768,768
1531243443,8,9
1531246802,15,5
1531247745,256,256
1531250402,4,4
1531252202,256,256
1531253730,256,256
1531254302,6,7
1531255202,256,256
1531257602,5,2
1531261201,3,8
1531262646,256,256
1531264565,3,3
1531268406,26,7
1531271702,2,8
1531275350,3,7
1531278005,0,17408
1531278938,5,30
1531282434,8,4
1531286035,3,3
1531287604,0,1
1531289703,0,5
1531293372,6,4
1531297206,3,4
1531299123,1,0
1531300447,4,4
1531304023,8,1
1531307743,5,3
1531310646,0,1
1531311246,2,3
1531313702,2304,32768
1531314941,5,4
1531318502,3,5
1531322165,8,5
1531326243,3,4
1531329331,6,6
1531332924,258,261
1531336528,2,3
1531340022,4,3
1531343702,6,5
1531347610,3,3
1531350940,4,1
1531354537,19,3
1531355412,1,0
1531355702,512,512
1531359125,3,5
1531361731,1,7
1531365338,7,21
1531368902,7,4
1531369814,1,1
1531372569,7,4
1531372802,1,1
1531376102,4,7
1531378815,1,0
1531379750,2,5
1531380614,1,0
1531382164,1,0
1531383340,4,8
1531384502,2,0
1531386936,5,5
1531389848,1,0
1531390515,5,1
1531391763,1,0
1531394150,3,2
1531395950,1,0
1531397525,1,0
1531397750,3,3
1531400101,1024,22784
1531401367,3,4
1531403287,1,0
1531405204,2,2
1531407123,1,0
1531408540,4,3
1531409437,1,0
1531411214,1,0
1531412046,2,3
1531412888,1536,1536
1531415625,6,3
1531419238,3,3
1531422934,4,9
1531426567,7,3
1531427800,256,256
1531430055,5,10
1531434729,6,4
1531437308,3,6
1531440941,27,2
1531442405,768,768
1531444505,10,6
1531448166,5,8
1531451637,12,25
1531455301,4,4
1531458018,1,0
1531458934,5,3
1531462455,3,4
1531465202,0,1
1531466114,4,4
1531467936,0,1
1531469768,2,2
1531473609,2,7
1531476941,1,3
