DateTime,AddedIPs,RemovedIPs
1530486985,4,1
1530488913,2,4
1530490817,6,0
1530492736,1,1
1530494695,1,3
1530496592,0,1
1530498521,2,2
1530500688,2,1
1530502581,5,2
1530504508,6,2
1530506435,0,4
1530508356,1,2
1530510305,0,2
1530512199,1,6
1530514105,2,1
1530516034,0,1
1530517977,4,3
1530519881,2,5
1530521731,3,0
1530523706,3,1
1530525700,1,2
1530528105,6,3
1530529960,6,1
1530531860,9,0
1530533794,9,5
1530535709,2,1
1530537624,1,1
1530539681,3,3
1530541723,3,1
1530543703,5,8
1530545550,0,3
1530547478,0,2
1530549379,3,6
1530551299,1,1
1530553232,4,1
1530555140,3,4
1530557055,7,2
1530558993,4,3
1530560900,10,2
1530562818,11,2
1530564793,13,0
1530566931,10,1
1530569023,10,1
1530571008,2,1
1530572919,3,5
1530574889,6,1
1530576784,3,49
1530578663,2,0
1530580662,5,1
1530582776,1,1
1530584660,4,2
1530587546,8,4
1530589451,12,6
1530591651,8,4
1530593537,2,1
1530595476,1,0
1530597380,1,1
1530599296,1,1
1530601291,2,1
1530603154,2,0
1530605070,2,3
1530606982,6,4
1530609000,8,4
1530610819,2,2
1530613008,12,1
1530615196,1,7
1530617074,6,8
1530618984,13,10
1530620902,7,6
1530622907,3,2
1530624763,2,1
1530626792,12,1
1530628829,5,2
1530630738,5,3
1530632558,3,1
1530634625,7,0
1530637371,7,5
1530639303,8,0
1530641301,17,1
1530643405,5,3
1530646042,5,1
1530647925,3,2
1530649839,17,6
1530651769,5,8
1530654130,4,6
1530655956,2,4
1530657862,2,3
1530659791,4,7
1530661823,7,4
1530663873,3,3
1530665796,8,7
1530667727,6,3
1530669702,1,2
1530671614,11,3
1530673722,4,2
1530675653,2,14
1530677559,1,7
1530679527,2,5
1530681385,1,0
1530683314,1,5
1530685225,1,1
1530687138,0,4
1530689067,4,2
1530690988,3,2
1530692926,5,4
1530694917,5,6
1530696762,15,4
1530698694,16,10
1530701370,4,2
1530703231,4,4
1530705146,2,15
1530707064,3,5
1530708986,7,3
1530710995,4,3
1530713130,4,13
1530715873,5,8
1530717897,7,3
1530719800,8,2
1530721710,4,10
1530723690,6,4
1530725570,4,7
1530727904,5,15
1530729898,4,5
1530731797,2,3
1530733733,4,7
1530735628,1,5
1530737556,1,19
1530739511,5,1
1530741399,2,5
1530743318,6,2
1530745362,9,4
1530747178,2129,3
1530749079,935,4
1530751004,0,6
1530752911,4,5
1530754822,2,3
1530756744,2,3
1530758680,4,10
1530760832,2,2
1530762746,0,2
1530764678,1,0
1530766578,2,1
1530768503,3,1
1530770504,5,0
1530772429,0,1
1530774297,5,1
1530776187,3,3
1530778123,2,7
1530780026,1,6
1530781956,1,6
1530783886,2,25
1530785747,1,3
1530787731,3,0
1530789624,0,4
1530791582,9,1
1530793462,0,5
1530795698,5,8
1530797568,3,1
1530799477,0,5
1530801401,1,5
1530803335,1,4
1530805244,0,7
1530807197,2,5
1530809071,5,6
1530811003,0,6
1530812829,1,6
1530814832,6,5
1530816747,1,3
1530818693,1,3
1530820597,5,4
1530822764,2,4
1530825330,11,7
1530827315,32,0
1530829238,0,8
1530831191,2,6
1530833266,3,4
1530835308,3,2
1530837183,5,2
1530839082,6,3
1530841000,1,3
1530842914,1,2
1530844847,3,4
1530846775,1,3
1530848680,1,0
1530850615,1,1
1530852510,3,0
1530854445,1,2
1530856383,3,6
1530858272,10,0
1530860199,4,5
1530862128,10,1
1530864099,4,1
1530865972,13,1
1530867901,0,1
1530869820,4,1
1530871969,2,1
1530874122,2,4
1530876043,4,1
1530877976,9,9
1530879889,4,1
1530881795,1,5
1530884590,2,2
1530886590,2,1
1530888927,2,2
1530890913,0,1
1530894764,1,6
1530898589,1,1
1530900540,11,4
1530902440,6,2
1530904491,2,0
1530906308,1,4
1530908201,2,1
1530910109,5,6
1530912060,1,5
1530913953,4,36
1530915881,0,1
1530917800,1,2
1530919729,2,1766
1530921713,0,1337
1530923570,16,6
1530925502,10,6
1530927408,3,1
1530929326,2,3
1530931225,5,3
1530933158,6,2
1530935103,2,1
1530936979,2,1
1530938916,3,3
1530941077,1,3
1530942996,4,2
1530944922,2,11
1530946897,2,4
1530948781,1,8
1530950706,5,3
1530952586,49,14
1530954512,37,0
1530956432,6,4
1530958606,37,1
1530960507,19,3
1530962430,14,2
1530964391,4,10
1530966286,10,4
1530968203,2,1
1530970105,9,3
1530972110,5,0
1530973956,6,1
1530975867,2,1
1530977790,2,0
1530979741,6,0
1530981625,1765,1
1530983592,10,0
1530985524,2,1
1530987398,1,11
1530989331,4,8
1530991222,2,2
1530993153,1,0
1530995079,0,2
1530996989,1,2
1530998902,4,1
1531000929,2,4
1531002767,6,0
1531004923,13,0
1531006837,8,1
1531008991,4,2
1531011171,3,22
1531013094,1,3
1531014982,5,0
1531016925,2,4
1531018913,2,7
1531020773,1,2
1531022693,4,2
1531024850,1,0
1531026768,1,2
1531028695,3,3
1531030608,0,1
1531032515,0,2
1531034447,6,0
1531036364,0,3
1531038279,1,26
1531040201,1,49
1531042106,3,9
1531044101,1,21
1531046200,5,19
1531048135,0,7
1531051952,3,0
1531053866,1,2
1531055810,2,2
1531057706,5,4
1531060258,5,1
1531062096,1,1
1531064313,3,0
1531066458,1,2
1531068396,5,1784
1531070312,2,5
1531072481,5,1
1531074495,6,4
1531076515,5,2
1531078350,7,2
1531080277,4,1
1531082190,5,0
1531084348,14,2
1531086258,10,1
1531088446,15,6
1531090351,1,2
1531092273,1,0
1531094524,28,8
1531096366,2,1
1531098288,4,2
1531102345,1,4
1531104623,1,3
1531106438,13,2
1531108358,11,4
1531110512,4,4
1531112508,6,1
1531114350,5,3
1531116283,8,1
1531118190,4,0
1531120123,2,1
1531122024,4,4
