DateTime,AddedIPs,RemovedIPs
1530494409,3,4
1530496348,12,7
1530498516,5,19
1530500684,5,14
1530502577,13,16
1530504504,6,3
1530506430,5,9
1530508351,6,4
1530510300,15,1
1530512194,12,4
1530514100,5,2
1530516028,6,7
1530517972,12,2
1530519876,7,7
1530521725,8,7
1530523701,2,1
1530525695,4,5
1530528100,8,3
1530529955,19,12
1530531855,14,2
1530533789,15,7
1530535705,9,6
1530537619,15,8
1530539677,14,6
1530541718,14,7
1530543695,10,8
1530545545,8,16
1530547473,19,9
1530549374,17,11
1530551294,11,16
1530553228,13,12
1530555136,17,14
1530557050,17,9
1530558989,18,3
1530560896,3,4
1530562811,4,3
1530564788,8,2
1530566926,4,1
1530569019,4,7
1530571004,4,2
1530572914,5,7
1530574884,11,6
1530576778,5,7
1530578657,7,6
1530580657,13,3
1530582771,12,13
1530584654,10,3
1530586908,12,7
1530588751,3,9
1530590669,3,3
1530592725,11,9
1530594753,12,3
1530596655,9,12
1530598579,10,9
1530600516,13,5
1530602419,18,6
1530604360,10,9
1530606274,8,5
1530608196,10,7
1530610099,7,2
1530612109,9,3
1530614515,17,6
1530616367,16,17
1530618255,15,14
1530620440,16,15
1530622342,13,11
1530624273,7,14
1530626177,14,15
1530628115,17,14
1530630092,3,12
1530631970,3,10
1530633808,3,14
1530636411,4,17
1530638334,4,9
1530640409,13,17
1530642266,3,16
1530644186,5,10
1530646037,4,14
1530647919,2,5
1530649835,6,4
1530651764,19,6
1530654124,21,4
1530655951,14,4
1530657856,9,3
1530659785,13,8
1530661817,11,7
1530663867,10,10
1530665791,19,6
1530667722,16,11
1530669697,9,10
1530671608,14,10
1530673717,11,11
1530675647,9,1
1530677554,7,8
1530679521,6,15
1530681380,13,10
1530683308,8,3
1530685219,15,8
1530687133,14,9
1530689062,13,15
1530690982,3,12
1530692915,1,4
1530694911,4,8
1530696756,6,9
1530698688,8,7
1530701364,10,21
1530703225,10,18
1530705140,10,9
1530707059,4,19
1530708980,7,18
1530710989,13,5
1530713124,7,17
1530715867,6,14
1530717892,9,2
1530719795,11,5
1530721704,8,4
1530723685,4,5
1530725564,3,6
1530727897,12,12
1530729889,13,4
1530731792,9,5
1530733728,8,2
1530735623,14,4
1530737551,3,13
1530739506,2,19
1530741390,7,13
1530743313,9,19
1530745357,9,14
1530747173,7,13
1530749073,10,12
1530750999,15,10
1530752906,6,16
1530754817,6,18
1530756739,7,15
1530758675,5,18
1530760827,4,14
1530762741,3,6
1530764673,1,7
1530766573,5,15
1530768497,10,15
1530770498,4,9
1530772423,5,23
1530774292,12,17
1530776180,8,8
1530778115,15,3
1530780019,12,2
1530781941,14,11
1530783878,9,10
1530785739,9,11
1530787723,13,8
1530789618,11,11
1530791576,9,15
1530793456,17,6
1530795690,18,9
1530797561,10,12
1530799469,23,8
1530801394,14,4
1530803328,18,4
1530805237,9,10
1530807191,6,12
1530809065,20,7
1530810996,11,4
1530812823,7,6
1530814826,5,13
1530816742,2,15
1530818686,5,8
1530820590,7,13
1530822757,20,11
1530825322,25,4
1530827308,26,5
1530829232,15,9
1530831184,23,12
1530833258,27,7
1530835301,25,11
1530837176,21,14
1530839075,27,5
1530840993,27,7
1530842909,21,4
1530844840,18,8
1530846770,6,4
1530848674,4,4
1530850608,5,1
1530852503,3,5
1530854438,3,6
1530856376,9,3
1530858265,11,2
1530860192,8,11
1530862122,6,2
1530864092,6,9
1530865966,5,6
1530867895,7,10
1530869814,5,10
1530871962,15,7
1530874114,18,12
1530876036,11,10
1530877970,16,6
1530879882,21,14
1530881789,12,13
1530884583,34,17
1530886583,30,15
1530888921,38,10
1530890907,17,14
1530892909,10,4
1530894758,14,8
1530896710,20,8
1530898583,18,7
1530900533,11,5
1530902435,13,3
1530904484,16,2
1530906301,17,4
1530908195,16,14
1530910102,12,11
1530912053,8,12
1530913946,6,12
1530915875,6,10
1530917795,4,17
1530919725,3,17
1530921708,3,17
1530923565,7,13
1530925497,2,20
1530927403,1,19
1530929315,4,15
1530931219,18,13
1530933152,12,4
1530935097,7,4
1530936974,6,3
1530938910,7,4
1530941072,8,2
1530942991,9,5
1530944918,4,11
1530946891,5,9
1530948776,9,5
1530950701,1,7
1530952581,3,4
1530954507,0,2
1530956426,2,6
1530958600,2,12
1530960501,6,16
1530962424,3,12
1530964384,2,7
1530966280,22,21
1530968196,19,10
1530970098,20,12
1530972103,12,26
1530973950,10,23
1530975862,8,12
1530977785,5,23
1530979735,5,13
1530981620,7,14
1530983586,5,21
1530985519,6,28
1530987393,6,25
1530989326,13,15
1530991217,19,22
1530993148,13,23
1530995074,9,22
1530996983,20,14
1530998896,12,7
1531000923,7,8
1531002762,7,8
1531004917,8,10
1531006832,3,2
1531008986,2,2
1531011166,1,9
1531013089,16,2
1531014978,20,4
1531016920,25,16
1531018907,10,18
1531020768,13,14
1531022687,6,6
1531024844,12,5
1531026761,10,14
1531028690,19,10
1531030604,7,8
1531032510,2,2
1531034442,2,10
1531036359,6,4
1531038275,5,3
1531040196,11,1
1531042100,6,4
1531044096,5,3
1531046195,0,3
1531048131,8,8
1531050034,12,5
1531051948,14,11
1531053862,18,18
1531055805,13,24
1531057701,16,15
1531060253,13,17
1531062280,10,16
1531064309,14,5
1531066454,13,5
1531068393,6,4
1531070308,7,5
1531072476,3,9
1531074491,9,6
1531076511,14,13
1531078346,15,13
1531080273,26,7
1531082186,6,11
1531084345,12,11
1531086255,11,14
1531088441,12,9
1531090347,6,7
1531092268,8,6
1531094518,10,6
1531096362,8,0
1531098283,11,9
1531100419,19,19
1531102340,12,17
1531105467,16,22
1531107375,1,10
1531109323,5,4
1531111495,8,16
1531113410,5,15
1531115310,2,8
1531117225,7,9
1531119146,6,2
1531121070,12,3
1531122995,16,6
1531124896,11,9
1531126898,9,7
1531128743,9,3
1531130676,8,5
1531132587,4,1
1531134525,3,5
