DateTime,Entries,UniqueIPs
1529782322,6186,6186
1529786402,6188,6188
1529790242,6188,6188
1529795044,6158,6158
1529796963,6157,6157
1529800804,6128,6128
1529802722,6157,6157
1529804642,6128,6128
1529806562,6137,6137
1529808482,6119,6119
1529810402,6105,6105
1529812323,6119,6119
1529814242,6105,6105
1529816163,6213,6213
1529818082,6096,6096
1529820018,6113,6113
1529821923,6122,6122
1529825762,6135,6135
1529829602,6122,6122
1529831522,6134,6134
1529833442,6150,6150
1529837282,6135,6135
1529839202,6183,6183
1529841122,6178,6178
1529843043,6196,6196
1529848808,6150,6150
1529850723,6202,6202
1529852883,6216,6216
1529856722,6150,6150
1529858643,6236,6236
1529862483,6253,6253
1529866323,6256,6256
1529872083,6247,6247
1529874017,6188,6188
1529875923,6228,6228
1529877844,6189,6189
1529883844,6179,6179
1529887682,6149,6149
1529891763,6145,6145
1529895618,6123,6123
1529899445,6107,6107
1529901363,6103,6103
1529905204,6131,6131
1529909043,6130,6130
1529913122,6133,6133
1529916963,6130,6130
1529918883,6130,6130
1529920818,6169,6169
1529922723,6161,6161
1529926562,6160,6160
1529930402,6202,6202
1529932323,6189,6189
1529934244,6196,6196
1529938082,6193,6193
1529941923,6201,6201
1529945762,6197,6197
1529949610,6220,6220
1529951523,6229,6229
1529955362,6232,6232
1529959442,6231,6231
1529963282,6224,6224
1529967362,6171,6171
1529971217,6142,6142
1529973122,6128,6128
1529978882,6148,6148
1529980803,6124,6124
1529982722,6148,6148
1529984642,6124,6124
1529986562,6099,6099
1529990402,6097,6097
1529992322,6121,6121
1529996163,6122,6122
1530000006,6101,6101
1530002163,6121,6121
1530006003,6139,6139
1530009842,6155,6155
1530015611,6148,6148
1530017522,6162,6162
1530021363,6170,6170
1530025225,6164,6164
1530027122,6175,6175
1530030962,6200,6200
1530034802,6240,6240
1530038643,6240,6240
1530040563,6238,6238
1530042483,6237,6237
1530046322,6218,6218
1530048242,6207,6207
1530052323,6171,6171
1530056162,6158,6158
1530060003,6131,6131
1530063843,6132,6132
1530067682,6130,6130
1530069603,6131,6131
1530071522,6107,6107
1530075362,6105,6105
1530077282,6112,6112
1530079216,6135,6135
1530081122,6133,6133
1530084962,6145,6145
1530086882,6147,6147
1530092643,6174,6174
1530094563,6147,6147
1530096482,6189,6189
1530100322,6197,6197
1530104163,6198,6198
1530108016,6199,6199
1530109922,6202,6202
1530111843,6216,6216
1530117603,6226,6226
1530121442,6236,6236
1530125283,6268,6268
1530127203,6255,6255
1530131283,6231,6231
1530135123,6214,6214
1530138962,6172,6172
1530142803,6169,6169
1530146645,6145,6145
1530150722,6161,6161
1530154812,6138,6138
1530156722,6119,6119
1530160562,6138,6138
1530162482,6112,6112
1530164403,6136,6136
1530166323,6152,6152
1530172083,6171,6171
1530175922,6179,6179
1530179763,6163,6163
1530181682,6180,6180
1530185763,6188,6188
1530189602,6175,6175
1530193442,6132,6132
1530199445,6160,6160
1530201362,6178,6178
1530205207,6192,6192
1530209043,6215,6215
1530210963,6245,6245
1530214802,6230,6230
1530219363,6222,6222
1530223216,6193,6193
1530225122,6165,6165
1530228962,6148,6148
1530233763,6142,6142
1530236406,6151,6151
1530241217,6136,6136
1530245044,6120,6120
1530246962,6098,6098
1530250802,6120,6120
1530254884,6140,6140
1530258722,6139,6139
1530262563,6139,6139
1530264722,6137,6137
1530268563,6139,6139
1530272403,6163,6163
1530276242,6158,6158
1530280082,6181,6181
1530282002,6171,6171
1530286803,6165,6165
1530288722,6171,6171
1530290642,6150,6150
1530294483,6198,6198
1530297123,2425,2425
1530299285,6142,6142
1530301203,6192,6192
1530305043,6193,6193
1530308882,6183,6183
1530312722,6171,6171
1530316562,6172,6172
1530320414,6139,6139
1530324243,6127,6127
1530326162,6124,6124
1530330003,6095,6095
1530331923,6097,6097
1530337682,6124,6124
1530339602,6131,6131
1530341523,6124,6124
1530343442,6131,6131
1530345363,6121,6121
1530349216,6140,6140
1530353044,6145,6145
1530354962,6158,6158
1530359042,6169,6169
1530360962,6196,6196
1530366722,6211,6211
1530374414,6185,6185
1530376322,6204,6204
1530380162,6199,6199
1530384004,6203,6203
1530387842,6201,6201
1530391682,6202,6202
1530395522,6177,6177
1530401043,6147,6147
1530403216,6202,6202
1530407043,6186,6186
1530408963,6228,6228
1530413042,6196,6196
1530416882,6176,6176
1530418802,6170,6170
1530422643,6199,6199
1530430563,6232,6232
1530432482,6246,6246
1530434403,6265,6265
1530438482,6279,6279
1530442322,6284,6284
1530446163,6299,6299
1530450015,6299,6299
1530452404,6290,6290
1530456243,6303,6303
1530460564,6305,6305
1530464643,6325,6325
1530466563,6322,6322
1530468482,6334,6334
1530474482,6354,6354
1530478323,6366,6366
1530482163,6337,6337
1530487922,6300,6300
1530489842,6271,6271
1530495602,6278,6278
1530499442,6295,6295
1530503282,6267,6267
1530507844,6259,6259
1530509765,6275,6275
1530513603,6284,6284
1530517443,6291,6291
1530521283,6298,6298
1530525122,6313,6313
1530529213,6330,6330
1530531122,6329,6329
1530535203,6294,6294
1530539043,6324,6324
1530542882,6322,6322
1530546722,6347,6347
1530550563,6343,6343
1530554410,6360,6360
1530556322,6328,6328
1530560163,6351,6351
1530562082,6338,6338
1530568562,6326,6326
1530572417,6283,6283
1530576242,6281,6281
1530578162,6264,6264
1530582002,6261,6261
1530583924,6255,6255
1530587763,6241,6241
1530593522,6233,6233
1530597363,6250,6250
1530601208,6258,6258
1530603123,6262,6262
1530606963,6270,6270
1530610804,6270,6270
1530614883,6266,6266
1530618722,6250,6250
1530622563,6303,6303
1530624722,6303,6303
1530628563,6303,6303
1530632402,6319,6319
1530636724,6356,6356
1530642722,6266,6266
1530644642,6387,6387
1530647283,6408,6408
1530651122,6398,6398
1530653524,6378,6378
1530657362,6316,6316
1530661443,6302,6302
1530663362,6298,6298
1530667202,6315,6315
1530673214,6285,6285
1530678962,6248,6248
1530683044,6268,6268
1530684963,6296,6296
1530686882,6300,6300
1530690722,6297,6297
1530694813,6299,6299
1530696722,6293,6293
1530700563,6315,6315
1530704643,6328,6328
1530708724,6327,6327
1530712813,6336,6336
1530714723,6341,6341
1530717363,6336,6336
1530719282,6333,6333
1530723125,6354,6354
1530725042,6363,6363
1530729122,6359,6359
1530732962,6359,6359
1530737043,6366,6366
1530740882,6348,6348
1530744722,6325,6325
1530748562,6309,6309
1530752414,6271,6271
1530754323,6278,6278
1530758403,6279,6279
1530762242,6245,6245
1530766323,6247,6247
1530768243,6266,6266
1530772322,6284,6284
1530776162,6298,6298
1530780003,6317,6317
1530783842,6324,6324
1530787922,6331,6331
1530792016,6336,6336
1530793922,6344,6344
1530798002,6350,6350
1530801845,6348,6348
1530805682,6338,6338
1530809522,6353,6353
1530813362,6362,6362
1530817214,6374,6374
1530819123,6389,6389
1530825844,6346,6346
1530831617,6307,6307
1530833763,6273,6273
1530837602,6272,6272
1530841443,6292,6292
1530845283,6272,6272
1530849123,6239,6239
1530851043,6237,6237
1530856815,6267,6267
1530858723,6286,6286
1530864483,6302,6302
1530866402,6287,6287
1530870243,6291,6291
1530874563,6308,6308
1530878415,6337,6337
1530880323,6326,6326
1530885123,6330,6330
1530889216,6335,6335
1530891123,6333,6333
1530893285,6339,6339
1530899042,6347,6347
1530902887,6340,6340
1530906723,6327,6327
1530908643,6324,6324
1530910563,6340,6340
1530912482,6324,6324
1530914418,6300,6300
1530918243,6286,6286
1530920163,6298,6298
1530922083,6272,6272
1530925923,6278,6278
1530931682,6298,6298
1530933602,6255,6255
1530935763,6256,6256
1530939614,6237,6237
1530941524,6249,6249
1530943443,6267,6267
1530949202,6284,6284
1530951123,6282,6282
1530953042,6283,6283
1530956883,6303,6303
1530960963,6326,6326
1530964814,6324,6324
1530966724,6332,6332
1530970563,6328,6328
1530974402,6333,6333
1530978723,6344,6344
1530980642,6332,6332
1530986415,6328,6328
1530988324,6344,6344
1530992163,6334,6334
1530994083,6328,6328
1530996002,6334,6334
1530997923,6328,6328
1530999843,6313,6313
1531003682,6288,6288
1531007762,6312,6312
1531011611,6253,6253
1531015443,6243,6243
1531019282,6238,6238
1531021202,6201,6201
1531025283,6216,6216
1531029122,6245,6245
1531032963,6248,6248
1531036815,6269,6269
1531038724,6272,6272
1531042562,6288,6288
1531046644,6324,6324
1531048563,6288,6288
1531050482,6314,6314
1531054322,6311,6311
1531058163,6323,6323
1531060564,6320,6320
1531064642,6314,6314
1531068722,6331,6331
1531072839,6352,6352
1531074726,6359,6359
1531078802,6348,6348
1531082643,6343,6343
1531086482,6309,6309
1531090562,6258,6258
1531094414,6240,6240
1531098243,6232,6232
1531100403,6231,6231
1531106403,6233,6233
1531110483,6208,6208
1531112412,6217,6217
1531114324,6231,6231
1531116242,6238,6238
1531120082,6245,6245
1531125842,6272,6272
1531129683,6289,6289
1531133522,6285,6285
1531137362,6279,6279
1531139524,6277,6277
1531143362,6291,6291
1531147202,6308,6308
1531151043,6311,6311
1531154882,6335,6335
1531158722,6341,6341
1531160643,6374,6374
1531166422,6363,6363
1531170243,6340,6340
1531172162,6318,6318
1531176003,6274,6274
1531180082,6259,6259
1531185842,6245,6245
1531191612,6227,6227
1531193523,6208,6208
1531199523,6233,6233
1531201443,6246,6246
1531205282,6240,6240
1531209123,6233,6233
1531212964,6248,6248
1531214883,6252,6252
1531218726,6265,6265
1531222562,6281,6281
1531228563,6289,6289
1531230482,6302,6302
1531234322,6300,6300
1531238164,6316,6316
1531242024,6323,6323
1531243923,6322,6322
1531247762,6339,6339
1531252567,6338,6338
1531256407,6313,6313
1531258323,6313,6313
1531262162,6261,6261
1531266003,6278,6278
1531269842,6236,6236
1531273682,6254,6254
1531275603,6236,6236
1531277522,6250,6250
1531279442,6245,6245
1531281362,6226,6226
1531285683,6216,6216
1531287603,6215,6215
1531291442,6231,6231
1531295282,6244,6244
1531299122,6237,6237
1531302964,6253,6253
1531306814,6263,6263
1531308723,6269,6269
1531312562,6282,6282
1531316403,6297,6297
1531320242,6312,6312
1531324083,6302,6302
1531326242,6316,6316
1531328162,6302,6302
1531330083,6316,6316
1531332012,6341,6341
1531333925,6339,6339
1531337793,6328,6328
1531341607,6324,6324
1531345443,6305,6305
1531349522,6266,6266
1531355282,6267,6267
1531357210,6237,6237
1531361042,6243,6243
1531362962,6241,6241
1531366803,6220,6220
1531372563,6201,6201
1531374482,6218,6218
1531376402,6247,6247
1531382162,6255,6255
1531386007,6261,6261
1531387923,6269,6269
1531389843,6269,6269
1531395603,6283,6283
1531401362,6299,6299
1531403282,6300,6300
1531407122,6304,6304
1531410963,6286,6286
1531414808,6307,6307
1531416722,6321,6321
1531418641,6336,6336
1531424645,6328,6328
1531426562,6316,6316
1531432324,6297,6297
1531434722,6270,6270
1531438562,6278,6278
1531442403,6247,6247
1531448165,6250,6250
1531452243,6228,6228
1531454163,6222,6222
1531458007,6213,6213
1531460163,6247,6247
1531462082,6248,6248
1531467845,6262,6262
1531471682,6273,6273
1531473604,6291,6291
